# Redshift log10(MStarSat_Threshold)[msun] log10(M200c)[msun] mean_velbias stddev_velbias
0.000000000000000000e+00 9.900000000000000355e+00 1.439999999999999680e+01 9.665769484212247686e-01 6.771829008362501706e-03
0.000000000000000000e+00 9.900000000000000355e+00 1.449999999999999645e+01 9.680484207194930413e-01 7.965967609649673639e-03
0.000000000000000000e+00 9.900000000000000355e+00 1.459999999999999609e+01 9.686488860952999769e-01 9.094306188718351627e-03
0.000000000000000000e+00 9.900000000000000355e+00 1.469999999999999574e+01 9.680986735062279136e-01 1.033536258096206042e-02
0.000000000000000000e+00 9.900000000000000355e+00 1.479999999999999538e+01 9.672049643002272878e-01 1.171077999016466656e-02
0.000000000000000000e+00 9.900000000000000355e+00 1.489999999999999503e+01 9.655617290447682244e-01 1.319045079520634635e-02
0.000000000000000000e+00 9.900000000000000355e+00 1.499999999999999467e+01 9.635858174001480370e-01 1.400852172414952801e-02
0.000000000000000000e+00 9.900000000000000355e+00 1.509999999999999432e+01 9.618439832077240181e-01 1.593746033002372761e-02
0.000000000000000000e+00 9.900000000000000355e+00 1.519999999999999396e+01 9.601614014628838678e-01 1.743022721680974677e-02
0.000000000000000000e+00 1.000000000000000000e+01 1.350000000000000000e+01 9.255689436261783642e-01 7.286545535726304638e-03
0.000000000000000000e+00 1.000000000000000000e+01 1.359999999999999964e+01 9.316274106114520448e-01 6.453948318408912234e-03
0.000000000000000000e+00 1.000000000000000000e+01 1.369999999999999929e+01 9.371529887491530930e-01 5.694319046558328143e-03
0.000000000000000000e+00 1.000000000000000000e+01 1.379999999999999893e+01 9.421947264458787608e-01 5.063215276870891048e-03
0.000000000000000000e+00 1.000000000000000000e+01 1.389999999999999858e+01 9.467409384167976283e-01 4.672119605491025993e-03
0.000000000000000000e+00 1.000000000000000000e+01 1.399999999999999822e+01 9.508782584511320524e-01 4.632013130777263080e-03
0.000000000000000000e+00 1.000000000000000000e+01 1.409999999999999787e+01 9.544680244121723778e-01 4.686319900995476566e-03
0.000000000000000000e+00 1.000000000000000000e+01 1.419999999999999751e+01 9.577760370007126767e-01 5.105664183143510983e-03
0.000000000000000000e+00 1.000000000000000000e+01 1.429999999999999716e+01 9.604944409982996145e-01 5.873935101223900189e-03
0.000000000000000000e+00 1.000000000000000000e+01 1.439999999999999680e+01 9.626611098711750358e-01 6.684537769629927441e-03
0.000000000000000000e+00 1.000000000000000000e+01 1.449999999999999645e+01 9.640905035076657859e-01 7.728817678584464466e-03
0.000000000000000000e+00 1.000000000000000000e+01 1.459999999999999609e+01 9.646529920293158700e-01 8.809236255918241262e-03
0.000000000000000000e+00 1.000000000000000000e+01 1.469999999999999574e+01 9.640703054784458548e-01 1.008302210177990793e-02
0.000000000000000000e+00 1.000000000000000000e+01 1.479999999999999538e+01 9.631401287336374129e-01 1.102306639885602957e-02
0.000000000000000000e+00 1.000000000000000000e+01 1.489999999999999503e+01 9.614707628894205715e-01 1.269914689891061925e-02
0.000000000000000000e+00 1.000000000000000000e+01 1.499999999999999467e+01 9.594753770694322004e-01 1.402488522427689649e-02
