# Redshift log10(MStarSat_Threshold)[msun] <norm>[dex] norm+ norm- norm++ norm-- norm+++ norm--- <slope> slope+ slope- slope++ slope-- slope+++ slope--- <scatter>[ln] scatter+ scatter- scatter++ scatter-- scatter+++ scatter---
4.701940800000000142e-01 1.019999999999999396e+01 2.676596257371925969e+00 2.677992195261972075e+00 2.675158485896883764e+00 2.679196081951052744e+00 2.673676272517698127e+00 2.680447151313793519e+00 2.672679248490293258e+00 3.581683214288544637e-01 3.622639799965923779e-01 3.539612235123711925e-01 3.664530585581409761e-01 3.503534346135703248e-01 3.708221210303415116e-01 3.472508838903182182e-01 1.278549522542605232e-01 1.317794478123252011e-01 1.240619157110175175e-01 1.352618474387945469e-01 1.207574213168804977e-01 1.389754587319985135e-01 1.175824718758633203e-01
4.701940800000000142e-01 1.029999999999999361e+01 2.675770615201972014e+00 2.677205239735545916e+00 2.674290053130710554e+00 2.678427439064153592e+00 2.672856930237403894e+00 2.679915683166617324e+00 2.671561757115292757e+00 3.589054967409155417e-01 3.631724863620114929e-01 3.550244121640487860e-01 3.676495613007014218e-01 3.510563624424914986e-01 3.724606483448313909e-01 3.478580585015239590e-01 1.271430294011594853e-01 1.313860439480294129e-01 1.230778099265016912e-01 1.347929574884592085e-01 1.197942843353701770e-01 1.381284013196300842e-01 1.166574436821856686e-01
4.701940800000000142e-01 1.039999999999999325e+01 2.673523896802161293e+00 2.675033401099124575e+00 2.672031069064376485e+00 2.676312733660097365e+00 2.670601052842377587e+00 2.677661346049037938e+00 2.668878011627070279e+00 3.584024596180424016e-01 3.626086072731780630e-01 3.540181345404825874e-01 3.667309796114766041e-01 3.500451260425282429e-01 3.725571292632927078e-01 3.457473127701319315e-01 1.264738079210932509e-01 1.302941759202649041e-01 1.220546355505096048e-01 1.341499255266534463e-01 1.180458760839700888e-01 1.393344940865764991e-01 1.126384008220354394e-01
4.701940800000000142e-01 1.049999999999999289e+01 2.667791197404340231e+00 2.669383033701592023e+00 2.666144021058363567e+00 2.670951700824223174e+00 2.664571390838969656e+00 2.672596817683922765e+00 2.662381923844274301e+00 3.578472032974666650e-01 3.627624268580481037e-01 3.533956099963178610e-01 3.675264807315965498e-01 3.486265732597766953e-01 3.733426537361463904e-01 3.439436021827270706e-01 1.257002649368405001e-01 1.315630312610782116e-01 1.207634620383969126e-01 1.373141771433704084e-01 1.151570392290046652e-01 1.403959085162183873e-01 1.120198536683064683e-01
4.701940800000000142e-01 1.059999999999999254e+01 2.660947799023167804e+00 2.662683616339721393e+00 2.658968475133828058e+00 2.664565290557582955e+00 2.657242177765088087e+00 2.666517733593739337e+00 2.655523282660651407e+00 3.601751166502986656e-01 3.654092826435020314e-01 3.547299271298701706e-01 3.712382285321169095e-01 3.498508246098678276e-01 3.763210251299136111e-01 3.458723009683090654e-01 1.302680076353200933e-01 1.372807548510507070e-01 1.242715419529358545e-01 1.423382703484694922e-01 1.191939896851796216e-01 1.478297237970543909e-01 1.078289558077593496e-01
4.701940800000000142e-01 1.069999999999999218e+01 2.655864252537627479e+00 2.658005035977274666e+00 2.653840691792440420e+00 2.659984432455161141e+00 2.651755817044719521e+00 2.661849005530798173e+00 2.649744636491729199e+00 3.624532721765005849e-01 3.678803602014061869e-01 3.565956138615509752e-01 3.734855768333149029e-01 3.510190387904950082e-01 3.782777434003978256e-01 3.447275588954196723e-01 1.259836902531161762e-01 1.334551108892985949e-01 1.163382082054580380e-01 1.416579851400972256e-01 1.025798235945271503e-01 1.470854260186128804e-01 8.873545399666851741e-02
4.701940800000000142e-01 1.079999999999999183e+01 2.648421942251464323e+00 2.650752720888593039e+00 2.645892399876495382e+00 2.653163737421682544e+00 2.643565172157632315e+00 2.655468700211960797e+00 2.640533945452892439e+00 3.624377677206735981e-01 3.692257069846335837e-01 3.559768381318322850e-01 3.758287932258005948e-01 3.494048795738961544e-01 3.825857156177835394e-01 3.429694789696324797e-01 1.369506074415255958e-01 1.474645220139353674e-01 1.258823325307679986e-01 1.549764445687551728e-01 1.155192108061904310e-01 1.593861975469282044e-01 1.099424730174342613e-01
4.701940800000000142e-01 1.089999999999999147e+01 2.640073245736535235e+00 2.642708141396767019e+00 2.637136456541595120e+00 2.645586910071270559e+00 2.634348337743294355e+00 2.648078984844446371e+00 2.632113095855786344e+00 3.677083582516593729e-01 3.751644078846717578e-01 3.601152366511335967e-01 3.818598659947883833e-01 3.527445778924738207e-01 3.892565034298122173e-01 3.445502019766421009e-01 1.407490498748651953e-01 1.576158009141339633e-01 1.280958859640720093e-01 1.713485227400648181e-01 1.107096286794628515e-01 1.786150184520804707e-01 1.004395390265926391e-01
4.701940800000000142e-01 1.099999999999999112e+01 2.632739129164108682e+00 2.636420807761081786e+00 2.628392778121383166e+00 2.639704486140344475e+00 2.624265169928647889e+00 2.642793633915852425e+00 2.620879955050676280e+00 3.665584378251440789e-01 3.751989750887474995e-01 3.585997902337310639e-01 3.842580948390066919e-01 3.501870803467235782e-01 3.942755442002030541e-01 3.439504121316412366e-01 1.312771250231873355e-01 1.653122763059312050e-01 8.913798863332061950e-02 1.882398929793774045e-01 7.813812374031435526e-02 2.038836550914830958e-01 7.107372325849065087e-02
1.043339500000000086e+00 8.500000000000000000e+00 2.692848073455047508e+00 2.694456406333920473e+00 2.691375620342680186e+00 2.696099067437291108e+00 2.690043366732453922e+00 2.697482752060191391e+00 2.688013255077182251e+00 3.613679329629926329e-01 3.673090649136520058e-01 3.554035528407755717e-01 3.730047358342528097e-01 3.494972204612133981e-01 3.824608543146492123e-01 3.450126532410769942e-01 1.210942479760211687e-01 1.247436726875930657e-01 1.173697727984882450e-01 1.287479508243526416e-01 1.144600792237553399e-01 1.322546669868099323e-01 1.108351620767183965e-01
